,State,School District,Year,Enrollment,Total Revenues,Total Expenditures,Expenditures per Pupil
6364,Mississippi,South Pike Cons Sch Dist,2016,1686.0,17705000,15697000,9310.201660735469
6365,Mississippi,North Pike Cons Sch Dist,2016,2473.0,20357000,19241000,7780.428629195309
6366,Mississippi,Pontotoc City School Dist,2016,2271.0,19374000,19346000,8518.714222809334
6367,Mississippi,Pontotoc County School District,2016,3598.0,29291000,28034000,7791.5508615897725
6368,Mississippi,Prentiss County School District,2016,2333.0,22079000,21137000,9060.008572653236
6369,Mississippi,Baldwyn Munic Sep School Dist,2016,829.0,8569000,8275000,9981.905910735826
6370,Mississippi,Booneville School District,2016,1356.0,11700000,11179000,8244.10029498525
6371,Mississippi,Quitman Co Sch Dist,2016,1157.0,12915000,13728000,11865.168539325843
6372,Mississippi,Pearl Mun Sep School Dist,2016,4219.0,38141000,35178000,8337.994785494193
6373,Mississippi,Rankin Co Sch Dist,2016,19234.0,177071000,176174000,9159.509202453988
6374,Mississippi,Forest Municipal Separate School District,2016,1678.0,15189000,14835000,8840.88200238379
6375,Mississippi,Scott County School District,2016,4049.0,31984000,32154000,7941.220054334403
6376,Mississippi,South Delta Sch District,2016,899.0,10931000,10258000,11410.456062291434
6377,Mississippi,Simpson Co Sch Dist,2016,3731.0,36012000,38494000,10317.341195389976
6378,Mississippi,Smith County School District,2016,2761.0,24677000,24608000,8912.712785222746
6379,Mississippi,Stone Co Sch Dist,2016,2637.0,23458000,23265000,8822.525597269625
6380,Mississippi,Sunflower Co Consolidate Sch Dist,2016,4037.0,42906000,39998000,9907.852365618033
6381,Mississippi,East Tallahatchie Consol School Dist,2016,1243.0,11036000,10803000,8691.069991954948
6382,Mississippi,West Tallahatchie Consol School Dist,2016,805.0,9790000,9922000,12325.465838509317
6383,Mississippi,Senatobia Municipal School Dist,2016,1785.0,16684000,15327000,8586.55462184874
6384,Mississippi,Tate Co Sch Dist,2016,2800.0,25276000,21493000,7676.071428571428
6385,Mississippi,North Tippah Cons School Dist,2016,1351.0,10997000,11413000,8447.816432272391
6386,Mississippi,South Tippah School District,2016,2839.0,25180000,24746000,8716.44945403311
6387,Mississippi,Tishomingo Co Special Munc Sep School Dist,2016,3156.0,29734000,28000000,8871.989860583017
6388,Mississippi,Tunica County School District,2016,2148.0,27915000,24446000,11380.819366852886
6389,Mississippi,New Albany Public Sch Dist,2016,2174.0,21344000,19938000,9171.11315547378
6390,Mississippi,Union Co Sch Dist,2016,2818.0,23831000,23771000,8435.41518807665
6391,Mississippi,Walthall Co Sch System,2016,1979.0,20243000,18503000,9349.67155128853
6392,Mississippi,Vicksburg-Warren Co Sch Dist,2016,8325.0,82947000,83246000,9999.51951951952
6393,Mississippi,Greenville Public Sch Dist,2016,5342.0,49449000,48929000,9159.303631598652
6394,Mississippi,Hollandale Cons Sch Dist,2016,604.0,7707000,8067000,13355.960264900663
6395,Mississippi,Leland Cons Sch Dist,2016,867.0,9403000,9687000,11173.010380622838
6396,Mississippi,Western Line Cons School Dist,2016,1940.0,18758000,18289000,9427.319587628866
6397,Mississippi,Wayne County School District,2016,3320.0,37412000,34186000,10296.987951807228
6398,Mississippi,Webster County School District,2016,1825.0,16794000,16350000,8958.90410958904
6399,Mississippi,Wilkinson Co Sch Dist,2016,1221.0,12119000,12082000,9895.167895167895
6400,Mississippi,Louisville Mun Sch Dist,2016,2886.0,26962000,27288000,9455.301455301455
6401,Mississippi,Coffeeville Cons Sch Dist,2016,577.0,6308000,6178000,10707.105719237436
6402,Mississippi,Water Valley Cons School Dist,2016,1193.0,9959000,9566000,8018.440905280805
6403,Mississippi,Yazoo City Mun Sep School Dist,2016,2418.0,20887000,18884000,7809.760132340777
6404,Mississippi,Yazoo County School District,2016,1612.0,18776000,19684000,12210.91811414392
6405,Missouri,Adair County School District R-2,2016,180.0,2496000,2303000,12794.444444444445
6406,Missouri,Kirksville R-Iii School District,2016,2554.0,28612000,27299000,10688.723570869224
6407,Missouri,Adair County School District R 1,2016,235.0,2901000,2682000,11412.765957446809
6408,Missouri,Avenue City School District R-9,2016,234.0,2570000,3131000,13380.34188034188
6409,Missouri,North Andrew School Dist R-6,2016,362.0,4405000,4248000,11734.806629834255
6410,Missouri,Savannah Sch Dist R 3,2016,2233.0,21931000,19961000,8939.09538737125
6411,Missouri,Fairfax Sch Dist R 3,2016,145.0,1861000,1901000,13110.344827586207
6412,Missouri,Rock Port Sch Dist R2,2016,351.0,4798000,6527000,18595.441595441596
6413,Missouri,Tarkio Sch Dist 1,2016,320.0,5156000,5081000,15878.125
6414,Missouri,Community Sch Dist R 6,2016,287.0,3957000,3506000,12216.02787456446
6415,Missouri,Mexico Sch Dist 59,2016,2392.0,25003000,23844000,9968.227424749164
6416,Missouri,Van-Far School District R 1,2016,620.0,6491000,7690000,12403.225806451614
6417,Missouri,Cassville Sch Dist R-4,2016,1876.0,17410000,16776000,8942.430703624734
6418,Missouri,Exeter Sch Dist R 6,2016,334.0,3383000,3001000,8985.02994011976
6419,Missouri,Monett Sch Dist R-1,2016,2383.0,28097000,25352000,10638.69072597566
6420,Missouri,Purdy Sch Dist R-2,2016,692.0,7000000,6158000,8898.843930635838
6421,Missouri,Shell Knob Sch Dist 78,2016,177.0,3443000,3283000,18548.022598870055
6422,Missouri,Southwest Sch Dist R 5,2016,795.0,7285000,7107000,8939.622641509433
6423,Missouri,Wheaton Sch Dist R3,2016,414.0,4341000,4294000,10371.980676328503
6424,Missouri,Golden City Sch Dist R-111,2016,214.0,2353000,2250000,10514.018691588784
6425,Missouri,Lamar Sch Dist R-1,2016,1264.0,14035000,13323000,10540.348101265823
6426,Missouri,Liberal Sch Dist R-2,2016,428.0,4541000,4319000,10091.121495327103
6427,Missouri,Adrian Sch Dist R 3,2016,740.0,7464000,6887000,9306.756756756757
6428,Missouri,Ballard Sch Dist R 2,2016,129.0,1822000,1703000,13201.550387596899
6429,Missouri,Butler Sch Dist R 5,2016,1121.0,10415000,10648000,9498.661909009812
6430,Missouri,Hudson School Dist R 9,2016,76.0,669000,703000,9250.0
6431,Missouri,Hume Sch Dist R 8,2016,154.0,1954000,1706000,11077.922077922078
6432,Missouri,Miami Sch Dist R 1,2016,187.0,2357000,2187000,11695.187165775402
6433,Missouri,Rich Hill Sch Dist R 4,2016,374.0,4643000,4494000,12016.042780748663
6434,Missouri,Cole Camp Sch Dist R-1,2016,734.0,6874000,8014000,10918.25613079019
6435,Missouri,Lincoln Sch Dist R 2,2016,491.0,5130000,4816000,9808.553971486761
6436,Missouri,Warsaw Sch Dist R 9,2016,1275.0,13801000,13522000,10605.490196078432
6437,Missouri,Leopold Sch Dist R 3,2016,177.0,1541000,1578000,8915.254237288136
6438,Missouri,Woodland Sch Dist R 4,2016,893.0,8115000,7932000,8882.418812989921
6439,Missouri,Meadow Heights R-2 Sch Dist,2016,545.0,4725000,4710000,8642.201834862386
6440,Missouri,Zalma Sch Dist R 5,2016,231.0,2216000,2284000,9887.445887445887
6441,Missouri,Columbia School Dist 93,2016,18009.0,237057000,248261000,13785.38508523516
6442,Missouri,Boone Co R4,2016,1378.0,13007000,12457000,9039.912917271407
6443,Missouri,Harrisburg Sch Dist R 8,2016,569.0,5896000,5508000,9680.140597539543
6444,Missouri,Southern Boone County School Dist R-1,2016,1608.0,16675000,14826000,9220.149253731342
6445,Missouri,Sturgeon School Dist R-5,2016,467.0,5387000,6385000,13672.37687366167
6446,Missouri,Centralia Sch Dist R 6,2016,1340.0,14030000,13446000,10034.328358208955
6447,Missouri,Mid-Buchanan Sch Dist R 5,2016,720.0,8758000,10327000,14343.055555555555
6448,Missouri,Buchanan Co R4,2016,339.0,4190000,4008000,11823.008849557522
6449,Missouri,St Joseph School District,2016,11724.0,117452000,124776000,10642.784032753327
6450,Missouri,East Buchanan School Dist C-1,2016,718.0,8375000,7829000,10903.899721448468
6451,Missouri,Twin Rivers Sch Dist R-10,2016,980.0,9537000,9185000,9372.448979591836
6452,Missouri,Neelyville Sch Dist R-4,2016,617.0,5556000,5692000,9225.283630470016
6453,Missouri,Poplar Bluff Sch Dist R1,2016,5381.0,54293000,46023000,8552.871213529084
6454,Missouri,Braymer Sch Dist C 4,2016,328.0,3351000,3017000,9198.170731707318
6455,Missouri,Breckenridge Sch Dist R-1,2016,64.0,1241000,1259000,19671.875
6456,Missouri,Cowgill Elem Sch Dist R-6,2016,50.0,739000,741000,14820.0
6457,Missouri,Hamilton Sch Dist R 2,2016,648.0,7508000,6892000,10635.802469135802
6458,Missouri,Kingston Sch Dist 42,2016,53.0,718000,634000,11962.264150943396
6459,Missouri,Mirabile Sch Dist C 1,2016,70.0,761000,783000,11185.714285714286
6460,Missouri,New York School District R Iv,2016,36.0,610000,606000,16833.333333333332
6461,Missouri,Polo Sch Dist R 7,2016,422.0,4759000,4698000,11132.701421800948
6462,Missouri,South Callaway School Dist R-2,2016,786.0,10380000,11409000,14515.267175572519
6463,Missouri,Callaway Cnty School Dist R-3,2016,686.0,6936000,6747000,9835.276967930029
6464,Missouri,Fulton Sch Dist 58,2016,2361.0,21988000,20486000,8676.83185091063
6465,Missouri,North Callaway Sch Dist R-1,2016,1102.0,11011000,12492000,11335.753176043558
6466,Missouri,Camdenton Sch Dist R-3,2016,4304.0,50246000,60591000,14077.834572490707
6467,Missouri,Climax Springs School Dist R4,2016,232.0,3603000,3336000,14379.310344827587
6468,Missouri,Macks Creek Sch Dist 5,2016,345.0,3631000,4658000,13501.449275362318
6469,Missouri,Stoutland R-Ii School District,2016,455.0,4545000,4344000,9547.252747252747
6470,Missouri,Delta Reorg Sch Dist 5,2016,258.0,3029000,2908000,11271.317829457364
6471,Missouri,Jackson Sch Dist R 2,2016,5041.0,48312000,46076000,9140.249950406665
6472,Missouri,Oak Ridge Sch Dist R 6,2016,337.0,3595000,3725000,11053.412462908012
6473,Missouri,Cape Girardeau Public Sch Dist 63,2016,4181.0,53855000,50926000,12180.339631667066
6474,Missouri,Nell Holcomb Sch Dist R4,2016,392.0,3826000,3803000,9701.530612244898
6475,Missouri,Bosworth Sch Dist R 5,2016,68.0,1462000,1409000,20720.58823529412
6476,Missouri,Carrollton Sch Dist R 7,2016,878.0,11243000,9653000,10994.305239179954
6477,Missouri,Hale Sch Dist R 1,2016,142.0,1692000,1720000,12112.676056338029
6478,Missouri,Norborne Sch Dist R 8,2016,183.0,3073000,3926000,21453.551912568306
6479,Missouri,Tina Avalon Sch Dist R 2,2016,161.0,2022000,2018000,12534.16149068323
6480,Missouri,East Carter Sch Dist R-2,2016,729.0,6778000,6736000,9240.0548696845
6481,Missouri,Van Buren Sch Dist R 1,2016,552.0,6042000,5853000,10603.260869565218
6482,Missouri,Cass Co School Dist R5,2016,546.0,5594000,5227000,9573.260073260073
6483,Missouri,Belton Sch Dist 124,2016,4924.0,54901000,50913000,10339.764419171406
6484,Missouri,Sherwood Sch Dist R-8,2016,849.0,8763000,8616000,10148.409893992934
6485,Missouri,Drexel Dist R-4,2016,333.0,3819000,3833000,11510.51051051051
6486,Missouri,Midway Sch Dist R-1,2016,424.0,5914000,5651000,13327.830188679245
6487,Missouri,Harrisonville Sch Dist R 9,2016,2539.0,27406000,26551000,10457.26664040961
6488,Missouri,Raymore-Peculiar Sch Dist R-2,2016,6092.0,67913000,61451000,10087.163493105712
6489,Missouri,Pleasant Hill Sch Dist R3,2016,2083.0,21401000,20068000,9634.181469035046
6490,Missouri,Strasburg Sch Dist C 3,2016,156.0,1684000,1504000,9641.02564102564
6491,Missouri,East Lynne Sch Dist 40,2016,194.0,2212000,2234000,11515.463917525773
6492,Missouri,El Dorado Springs Dist 2,2016,1160.0,11998000,11507000,9919.827586206897
6493,Missouri,Stockton Sch Dist R 1,2016,991.0,9667000,9304000,9388.496468213925
6494,Missouri,Brunswick Sch Dist R 2,2016,282.0,3936000,3584000,12709.219858156028
6495,Missouri,Keytesville Sch Dist R-3,2016,157.0,2667000,2363000,15050.955414012738
6496,Missouri,Northwestern Sch Dist R1,2016,177.0,2377000,2231000,12604.5197740113
6497,Missouri,Salisbury Sch Dist R 4,2016,453.0,6244000,6125000,13520.971302428256
6498,Missouri,Billings Sch Dist R 4,2016,408.0,4047000,4578000,11220.588235294117
6499,Missouri,Chadwick Sch Dist R 1,2016,230.0,2727000,2379000,10343.478260869566
6500,Missouri,Clever Sch Dist R 5,2016,1168.0,11009000,9907000,8482.020547945205
6501,Missouri,Nixa Sch Dist R 2,2016,6069.0,63777000,61041000,10057.83489866535
6502,Missouri,Ozark Sch Dist R 6,2016,5569.0,58583000,65073000,11684.86263242952
6503,Missouri,Sparta Sch Dist R 3,2016,818.0,7774000,6957000,8504.889975550122
6504,Missouri,Spokane Sch Dist R 7,2016,796.0,8520000,8266000,10384.422110552763
6505,Missouri,Clark Co Sch Dist R-1,2016,1067.0,10731000,9892000,9270.852858481725
6506,Missouri,Excelsior Springs School Dist 40,2016,2946.0,32091000,29946000,10164.969450101833
6507,Missouri,Kearney Sch Dist R-1,2016,3477.0,39322000,35567000,10229.220592464768
6508,Missouri,Liberty Sch Dist 53,2016,12257.0,157336000,133147000,10862.935465448316
6509,Missouri,Missouri City Sch Dist 56,2016,34.0,636000,585000,17205.882352941175
6510,Missouri,North Kansas City School Dist 74,2016,19997.0,255814000,240476000,12025.603840576086
6511,Missouri,Smithville Sch Dist R-2,2016,2623.0,27829000,25846000,9853.602744948532
6512,Missouri,Cameron Sch Dist R 1,2016,1836.0,18781000,22091000,12032.135076252724
6513,Missouri,Clinton Co Dist R 3,2016,675.0,8284000,7771000,11512.592592592593
6514,Missouri,Lathrop Sch Dist R-2,2016,987.0,11148000,13116000,13288.753799392098
6515,Missouri,Cole County School District R-2,2016,1194.0,11593000,10236000,8572.86432160804
6516,Missouri,Cole County School District R-5,2016,610.0,5983000,5825000,9549.180327868853
6517,Missouri,Jefferson City Sch Dist,2016,8991.0,96092000,96477000,10730.397063730397
6518,Missouri,Cole County School District R-1,2016,577.0,5582000,5239000,9079.722703639514
6519,Missouri,Blackwater Sch Dist R-2,2016,149.0,1474000,1344000,9020.134228187919
6520,Missouri,Boonville Sch Dist R-1,2016,1570.0,16449000,18821000,11987.898089171975
6521,Missouri,Cooper County School District R-4,2016,121.0,2115000,1807000,14933.88429752066
6522,Missouri,Otterville Sch Dist R 6,2016,253.0,2821000,2706000,10695.652173913044
6523,Missouri,Pilot Grove School District C-4,2016,278.0,3121000,3024000,10877.697841726618
6524,Missouri,Prairie Home Sch Dist R-5,2016,141.0,1872000,2217000,15723.404255319148
6525,Missouri,Crawford County School District R-2,2016,1528.0,14646000,14043000,9190.445026178011
6526,Missouri,Steelville Sch Dist R 3,2016,941.0,9996000,8702000,9247.60892667375
6527,Missouri,Crawford County School District R-1,2016,983.0,9418000,9945000,10116.988809766022
6528,Missouri,Everton Sch Dist 3,2016,181.0,2250000,2979000,16458.563535911602
6529,Missouri,Dadeville Sch Dist 2,2016,126.0,2004000,1943000,15420.63492063492
6530,Missouri,Greenfield Sch Dist 4,2016,441.0,4935000,5353000,12138.321995464852
6531,Missouri,Lockwood Sch Dist 1,2016,352.0,4080000,3698000,10505.681818181818
6532,Missouri,Dallas Co Sch Dist R 1,2016,1687.0,16914000,15374000,9113.218731475992
6533,Missouri,Gallatin Sch Dist R 5,2016,613.0,5989000,6875000,11215.334420880914
6534,Missouri,North Daviess County Sch Dist R-3,2016,87.0,1412000,1319000,15160.919540229885
6535,Missouri,Pattonsburg Sch Dist R 2,2016,210.0,2420000,2431000,11576.190476190477
6536,Missouri,Winston Sch Dist R 6,2016,186.0,2262000,2073000,11145.161290322581
6537,Missouri,Tri County Sch Dist R 7,2016,191.0,2671000,2709000,14183.24607329843
6538,Missouri,Maysville Sch Dist R-1,2016,618.0,5689000,5679000,9189.320388349515
6539,Missouri,Osborn Sch Dist R-O,2016,116.0,1764000,1667000,14370.689655172413
6540,Missouri,Stewartsville Sch Dist C2,2016,189.0,2641000,2356000,12465.608465608466
6541,Missouri,Union Star Sch Dist R-2,2016,130.0,2536000,2249000,17300.0
6542,Missouri,Salem Sch Dist R 80,2016,1118.0,13076000,11869000,10616.279069767443
6543,Missouri,Oak Hill Sch Dist R 1,2016,197.0,1847000,1586000,8050.761421319797
6544,Missouri,Green Forest Sch Dist R 2,2016,264.0,2643000,2376000,9000.0
6545,Missouri,Dent-Phelps Sch Dist R 3,2016,402.0,3304000,3158000,7855.721393034826
6546,Missouri,North Wood Sch Dist R 4,2016,311.0,2470000,2451000,7881.028938906752
6547,Missouri,Ava Sch Dist 1,2016,1276.0,12765000,12512000,9805.64263322884
6548,Missouri,Plainview Sch Dist R 8,2016,146.0,1284000,1328000,9095.890410958904
6549,Missouri,Skyline Sch Dist R 2,2016,125.0,1224000,1185000,9480.0
6550,Missouri,Campbell Sch Dist R 2,2016,623.0,5804000,9809000,15744.78330658106
6551,Missouri,Southland Cons School Dist C-9,2016,287.0,3278000,2984000,10397.212543554007
6552,Missouri,Clarkton Sch Dist 4C,2016,319.0,3537000,2883000,9037.617554858934
6553,Missouri,Holcomb Sch Dist R 3,2016,521.0,5156000,4728000,9074.856046065259
6554,Missouri,Kennett Sch Dist 39,2016,2078.0,20770000,19843000,9549.085659287777
6555,Missouri,Malden Sch Dist R 1,2016,1063.0,10573000,10489000,9867.356538099717
6556,Missouri,Senath -Hornersville Sch Dist C 8,2016,849.0,7731000,7375000,8686.690223792697
6557,Missouri,Franklin Co Sch Dist R-2,2016,181.0,2296000,2156000,11911.602209944751
6558,Missouri,Strain-Japan School District R-16,2016,116.0,1311000,1131000,9750.0
6559,Missouri,Lonedell Sch Dist R 14,2016,497.0,5030000,4926000,9911.468812877263
6560,Missouri,New Haven Sch Dist,2016,470.0,5779000,5711000,12151.063829787234
6561,Missouri,Meramec Valley Sch Dist R 3,2016,3194.0,36542000,35391000,11080.46336881653
6562,Missouri,St Clair Sch Dist R 13,2016,2154.0,24229000,23321000,10826.833797585887
6563,Missouri,Spring Bluff Sch Dist R 15,2016,325.0,3425000,3334000,10258.461538461539
6564,Missouri,Sullivan Sch Dist C 2,2016,2107.0,23433000,21439000,10175.130517323209
6565,Missouri,Union Sch Dist R 11,2016,3126.0,32241000,30546000,9771.593090211132
6566,Missouri,Washington Sch Dist,2016,4164.0,50514000,48387000,11620.317002881844
6567,Missouri,Gasconade Co. School Dist. R-1,2016,1009.0,10896000,9507000,9422.200198216056
6568,Missouri,Gasconade County School District R-2,2016,1957.0,18083000,19101000,9760.347470618293
6569,Missouri,Albany Sch Dist R 3,2016,431.0,4979000,4785000,11102.088167053364
6570,Missouri,King City Sch Dist R 1,2016,350.0,4717000,4423000,12637.142857142857
6571,Missouri,Gentry County School Dist. R-2,2016,337.0,4287000,4024000,11940.652818991099
6572,Missouri,Ash Grove Sch Dist R 4,2016,703.0,6626000,6460000,9189.18918918919
6573,Missouri,Fair Grove Sch Dist R-10,2016,1130.0,9842000,9231000,8169.026548672567
